9615384,-3.62192e-07,-0.48,-5.20372e-07,1,7.308305e-07,-3.856873e-07,-3.856871e-07
19230769,-3.57253e-07,-0.48,-5.140913e-07,1,7.213524e-07,-3.833333e-07,-3.833331e-07
28846153,-3.523754e-07,-0.48,-5.078996e-07,1,7.119986e-07,-3.810473e-07,-3.810471e-07
38461538,-3.475223e-07,-0.48,-5.017436e-07,1,7.026947e-07,-3.787887e-07,-3.787885e-07
48076923,-3.426569e-07,-0.4799999,-4.955698e-07,1,6.933658e-07,-3.765171e-07,-3.76517e-07
57692307,-3.377423e-07,-0.4799999,-4.893251e-07,1,6.839375e-07,-3.741922e-07,-3.74192e-07
67307692,-3.327416e-07,-0.4799999,-4.829561e-07,1,6.74335e-07,-3.717735e-07,-3.717733e-07
76923076,-3.276178e-07,-0.4799999,-4.764093e-07,1,6.644837e-07,-3.692205e-07,-3.692204e-07
86538461,-3.22334e-07,-0.4799999,-4.696316e-07,1,6.54309e-07,-3.664929e-07,-3.664927e-07
96153846,-3.168535e-07,-0.4799999,-4.625694e-07,1,6.437361e-07,-3.635501e-07,-3.6355e-07
105769230,-3.111391e-07,-0.4799999,-4.551696e-07,1,6.326905e-07,-3.603518e-07,-3.603517e-07
115384615,-3.051542e-07,-0.4799999,-4.473788e-07,1,6.210974e-07,-3.568576e-07,-3.568574e-07
124999999,-2.988617e-07,-0.4799999,-4.391436e-07,1,6.088823e-07,-3.530269e-07,-3.530268e-07
134615384,-2.922247e-07,-0.4799999,-4.304107e-07,1,5.959704e-07,-3.488194e-07,-3.488193e-07
144230769,-2.852064e-07,-0.4799999,-4.211268e-07,1,5.822872e-07,-3.441947e-07,-3.441946e-07
153846153,-2.777698e-07,-0.4799999,-4.112385e-07,1,5.67758e-07,-3.391123e-07,-3.391122e-07
163461538,-2.698781e-07,-0.4799999,-4.006925e-07,1,5.523081e-07,-3.335318e-07,-3.335317e-07
173076923,-2.614943e-07,-0.4799999,-3.894355e-07,1,5.358629e-07,-3.274127e-07,-3.274126e-07
182692307,-2.525816e-07,-0.4799999,-3.774141e-07,1,5.183477e-07,-3.207146e-07,-3.207145e-07
192307692,-2.431031e-07,-0.4799999,-3.64575e-07,1,4.996879e-07,-3.133971e-07,-3.133971e-07
201923076,-2.330217e-07,-0.4799999,-3.508648e-07,1,4.798087e-07,-3.054198e-07,-3.054198e-07
211538461,-2.223008e-07,-0.4799999,-3.362302e-07,1,4.586357e-07,-2.967422e-07,-2.967422e-07
221153846,-2.109032e-07,-0.4799999,-3.206179e-07,1,4.360941e-07,-2.873239e-07,-2.873239e-07
230769230,-1.987846e-07,-0.4799999,-3.039631e-07,1,4.120936e-07,-2.771143e-07,-2.771143e-07
240384615,-1.85871e-07,-0.4799999,-2.861562e-07,1,3.86483e-07,-2.660229e-07,-2.660229e-07
249999999,-1.720813e-07,-0.4799999,-2.670768e-07,1,3.590964e-07,-2.539498e-07,-2.539498e-07
259615384,-1.573344e-07,-0.4799999,-2.466046e-07,1,3.297677e-07,-2.40795e-07,-2.40795e-07
269230769,-1.415491e-07,-0.4799999,-2.246192e-07,1,2.983312e-07,-2.264584e-07,-2.264584e-07
278846153,-1.246443e-07,-0.4799999,-2.010004e-07,1,2.646207e-07,-2.108401e-07,-2.108401e-07
288461538,-1.065391e-07,-0.4799999,-1.756277e-07,1,2.284704e-07,-1.938401e-07,-1.938401e-07
298076923,-8.715208e-08,-0.4799999,-1.483807e-07,1,1.897144e-07,-1.753583e-07,-1.753583e-07
307692307,-6.640233e-08,-0.4799999,-1.191392e-07,1,1.481866e-07,-1.552947e-07,-1.552948e-07
317307692,-4.420868e-08,-0.4799999,-8.778272e-08,1,1.037211e-07,-1.335494e-07,-1.335495e-07
326923076,-2.049004e-08,-0.4799999,-5.419095e-08,1,5.615205e-08,-1.100224e-07,-1.100225e-07
336538461,4.834724e-09,-0.4799999,-1.824353e-08,1,5.313392e-09,-8.461359e-08,-8.461372e-08
346153846,3.184671e-08,-0.4799999,2.017991e-08,1,-4.896078e-08,-5.722305e-08,-5.722319e-08
355769230,6.062702e-08,-0.4799999,6.119971e-08,1,-1.068364e-07,-2.775074e-08,-2.775091e-08
365384615,9.125678e-08,-0.4799999,1.049362e-07,1,-1.684795e-07,3.90332e-09,3.903136e-09
